judul,lemmatized,kategori,tanggal_upload,waktu_upload,link_berita
Lirik dan Chord Lagu All About You - Hoobastank,lirik chord lagu all about you hoobastank,HYPE,28/01/2022, 10:15 WIB,https://www.kompas.com/hype/read/2022/01/28/101500166/lirik-dan-chord-lagu-all-about-you-hoobastank
Menkes Dorong Daerah Percepat Vaksinasi Lansia,menkes dorong daerah cepat vaksinasi lansia,NEWS,28/01/2022, 10:14 WIB,https://nasional.kompas.com/read/2022/01/28/10140771/menkes-dorong-daerah-percepat-vaksinasi-lansia
"Jampidsus: Buronan Kita Ada 247, Kasus Korupsi hingga Pajak dan Pabean",jampidsus buron korupsi hingga pajak pabean,NEWS,28/01/2022, 10:13 WIB,https://nasional.kompas.com/read/2022/01/28/10131821/jampidsus-buronan-kita-ada-247-kasus-korupsi-hingga-pajak-dan-pabean
"UPDATE 27 Januari: Tambah 425 Kasus di Kota Tangerang, 1.774 Pasien Covid-19 Masih Dirawat",update januari kota tangerang pasien covid rawat,NEWS,28/01/2022, 10:12 WIB,https://megapolitan.kompas.com/read/2022/01/28/10123611/update-27-januari-tambah-425-kasus-di-kota-tangerang-1774-pasien-covid-19
Impresi Awal SUV Chery Tiggo 4 Pro yang Bakal Bersaing dengan HR-V,impresi suv chery tiggo pro saing hr v,OTOMOTIF,28/01/2022, 10:12 WIB,https://otomotif.kompas.com/read/2022/01/28/101200115/impresi-awal-suv-chery-tiggo-4-pro-yang-bakal-bersaing-dengan-hr-v
Pria yang Naiki Patung Maung Lodaya di Mapolda Jabar Ditangkap,pria naik patung maung lodaya mapolda jabar tangkap,REGIONAL,28/01/2022, 10:11 WIB,https://bandung.kompas.com/read/2022/01/28/101124078/pria-yang-naiki-patung-maung-lodaya-di-mapolda-jabar-ditangkap
Kejutan untuk Maia Estianty yang Berulang Tahun dan Puisi Penuh Haru Dul Jaelani,kejut maia estianty ulang puisi penuh haru dul jaelani,HYPE,28/01/2022, 10:11 WIB,https://www.kompas.com/hype/read/2022/01/28/101115066/kejutan-untuk-maia-estianty-yang-berulang-tahun-dan-puisi-penuh-haru-dul
"Rute ke Pemandian Alam Selokambang di Lumajang, Dekat Pusat Kota",mandi alam selokambang lumajang pusat kota,TRAVEL,28/01/2022, 10:10 WIB,https://travel.kompas.com/read/2022/01/28/101000127/rute-ke-pemandian-alam-selokambang-di-lumajang-dekat-pusat-kota
"Sinopsis My Best Friend Anne Frank, Kisah Persahabatan Tragis di Kamp Konsentrasi Nazi",sinopsis my best friend anne frank kisah sahabat tragis kamp konsentrasi nazi,HYPE,28/01/2022, 10:10 WIB,https://www.kompas.com/hype/read/2022/01/28/101000066/sinopsis-my-best-friend-anne-frank-kisah-persahabatan-tragis-di-kamp
Ini Kasus Penyekapan Pengusaha di Depok yang Bikin Oknum TNI Diseret ke Pengadilan Militer,sekap usaha depok bikin oknum tni seret adil militer,NEWS,28/01/2022, 10:09 WIB,https://megapolitan.kompas.com/read/2022/01/28/10095551/ini-kasus-penyekapan-pengusaha-di-depok-yang-bikin-oknum-tni-diseret-ke
20 Jurusan Kuliah Ini Kariernya Dibutuhkan di Masa Depan,jurus kuliah karier butuh,EDUKASI,28/01/2022, 10:09 WIB,https://edukasi.kompas.com/read/2022/01/28/100927071/20-jurusan-kuliah-ini-kariernya-dibutuhkan-di-masa-depan
Shandy Purnamasari Sebut Juragan 99 Sempat Jual Kambing untuk Modal Nikah,shandy purnamasari juragan jual kambing modal nikah,HYPE,28/01/2022, 10:07 WIB,https://www.kompas.com/hype/read/2022/01/28/100717166/shandy-purnamasari-sebut-juragan-99-sempat-jual-kambing-untuk-modal-nikah
6 Cara Membuat Mi Goreng Kaki Lima agar Tidak Lembek dan Isinya Matang,mi goreng kaki lembek isi matang,FOOD,28/01/2022, 10:07 WIB,https://www.kompas.com/food/read/2022/01/28/100700175/6-cara-membuat-mi-goreng-kaki-lima-agar-tidak-lembek-dan-isinya-matang
"Selain Fuji, Fadly Adik Bibi Andriansyah Juga Bintangi Film dan Serial Web",fuji fadly adik bibi andriansyah bintang film serial web,HYPE,28/01/2022, 10:06 WIB,https://www.kompas.com/hype/read/2022/01/28/100649566/selain-fuji-fadly-adik-bibi-andriansyah-juga-bintangi-film-dan-serial-web
"Apple AirPods 3 Resmi di Indonesia, Harga Rp 3,5 Juta",apple airpods resmi indonesia harga rp juta,TEKNO,28/01/2022, 10:06 WIB,https://tekno.kompas.com/read/2022/01/28/10063677/apple-airpods-3-resmi-di-indonesia-harga-rp-35-juta
"[POPULER PROPERTI] Tak Terbukti Palsukan 21 SHGB dan SHM, Lim Kok Liong Divonis Bebas",populer properti tak bukti palsu shgb shm lim liong vonis bebas,PROPERTI,28/01/2022, 10:06 WIB,https://www.kompas.com/properti/read/2022/01/28/100617421/populer-properti-tak-terbukti-palsukan-21-shgb-dan-shm-lim-kok-liong
"Anak Alami Peristiwa Traumatis, Ini yang Harus Dilakukan Orangtua",anak alami peristiwa traumatis orangtua,LIFESTYLE,28/01/2022, 10:05 WIB,https://lifestyle.kompas.com/read/2022/01/28/100541920/anak-alami-peristiwa-traumatis-ini-yang-harus-dilakukan-orangtua
Daftar Jenis dan Status Konservasi 7 Satwa Dilindungi yang Dipelihara Bupati Langkat,daftar jenis status konservasi satwa lindung pelihara bupati langkat,SAINS,28/01/2022, 10:05 WIB,https://www.kompas.com/sains/read/2022/01/28/100500823/daftar-jenis-dan-status-konservasi-7-satwa-dilindungi-yang-dipelihara
"Jangan Sembarangan Memegang Bayi, Perhatikan Hal Berikut...",sembarang pegang bayi perhati hal,TREN,28/01/2022, 10:05 WIB,https://www.kompas.com/tren/read/2022/01/28/100500465/jangan-sembarangan-memegang-bayi-perhatikan-hal-berikut-
Lirik dan Chord Lagu In The Morning - Jennifer Lopez,lirik chord lagu in the morning jennifer lopez,HYPE,28/01/2022, 10:05 WIB,https://www.kompas.com/hype/read/2022/01/28/100500666/lirik-dan-chord-lagu-in-the-morning-jennifer-lopez
Akhir Pelarian Pemuda yang Bunuh Temannya di Bekasi karena Tak Diajak Cari Kerja,lari pemuda bunuh teman bekas tak ajak cari kerja,NEWS,28/01/2022, 10:03 WIB,https://megapolitan.kompas.com/read/2022/01/28/10035081/akhir-pelarian-pemuda-yang-bunuh-temannya-di-bekasi-karena-tak-diajak
Pertimbangan Kalau Mau Bangun Suzuki Katana Lawas,timbang bangun suzuki katana lawas,OTOMOTIF,28/01/2022, 10:02 WIB,https://otomotif.kompas.com/read/2022/01/28/100200015/pertimbangan-kalau-mau-bangun-suzuki-katana-lawas
"Korea Utara Mengaku Luncurkan Rudal Lagi, Total 6 Uji Coba dalam Sebulan",korea utara aku luncur rudal total uji coba bulan,GLOBAL,28/01/2022, 10:01 WIB,https://www.kompas.com/global/read/2022/01/28/100100070/korea-utara-mengaku-luncurkan-rudal-lagi-total-6-uji-coba-dalam-sebulan
5 Cara Sederhana Hilangkan Kulit Kapalan,sederhana hilang kulit kapal,HEALTH,28/01/2022, 10:00 WIB,https://health.kompas.com/read/2022/01/28/100000368/5-cara-sederhana-hilangkan-kulit-kapalan
"Citizen Gandeng Nissan dalam Proyek Kolaborasi, Lihat Hasilnya...",citizen gandeng nissan proyek kolaborasi lihat hasil,LIFESTYLE,28/01/2022, 10:00 WIB,https://lifestyle.kompas.com/read/2022/01/28/100000020/citizen-gandeng-nissan-dalam-proyek-kolaborasi-lihat-hasilnya-
Apa Itu NATO dan Tujuannya?,nato tuju,STORI,28/01/2022, 10:00 WIB,https://www.kompas.com/stori/read/2022/01/28/100000479/apa-itu-nato-dan-tujuannya-
Sektor Lemparan Tolak Peluru,sektor lempar tolak peluru,BOLA,28/01/2022, 10:00 WIB,https://www.kompas.com/sports/read/2022/01/28/10000048/sektor-lemparan-tolak-peluru
Kapal Tol Laut Muatan 1.300 Ton Resmi Layani Rute ke Maluku Utara,kapal tol laut muat resmi layan malu utara,MONEY,28/01/2022, 10:00 WIB,https://money.kompas.com/read/2022/01/28/100000426/kapal-tol-laut-muatan-1.300-ton-resmi-layani-rute-ke-maluku-utara
Gagasan dan Fakta dalam Teks Eksposisi,gagas fakta teks eksposisi,SKOLA,28/01/2022, 10:00 WIB,https://www.kompas.com/skola/read/2022/01/28/100000469/gagasan-dan-fakta-dalam-teks-eksposisi
"NCT Dream Joget ""Mendung Tanpo Udan"", Trending dan Ndarboy Genk Berterima Kasih",nct dream joget mendung tanpo udan trending ndarboy genk terima kasih,HYPE,28/01/2022, 09:59 WIB,https://www.kompas.com/hype/read/2022/01/28/095946366/nct-dream-joget-mendung-tanpo-udan-trending-dan-ndarboy-genk-berterima
"Waspadai Lonjakan Covid-19, Keterisian Tempat Tidur RS Mulai Meningkat",waspada lonjak covid isi tidur rs tingkat,NEWS,28/01/2022, 09:59 WIB,https://nasional.kompas.com/read/2022/01/28/09592751/waspadai-lonjakan-covid-19-keterisian-tempat-tidur-rs-mulai-meningkat
"Perjalanan Kasus Pencabulan oleh Anak Kiai di Jombang, Dua Kali Praperadilan Ditolak hingga Diminta Serahkan Diri",jalan cabul anak kiai jombang praperadilan tolak hingga serah,REGIONAL,28/01/2022, 09:55 WIB,https://surabaya.kompas.com/read/2022/01/28/095544078/perjalanan-kasus-pencabulan-oleh-anak-kiai-di-jombang-dua-kali-praperadilan
Lirik dan Chord Lagu I'm Real - Jennifer Lopez,lirik chord lagu i m real jennifer lopez,HYPE,28/01/2022, 09:50 WIB,https://www.kompas.com/hype/read/2022/01/28/095000466/lirik-dan-chord-lagu-i-m-real-jennifer-lopez
"Jelang Akhir Pekan, Harga Emas Antam Anjlok Lagi Rp 8.000 Per Gram",jelang pekan harga emas antam anjlok rp gram,MONEY,28/01/2022, 09:50 WIB,https://money.kompas.com/read/2022/01/28/095000126/jelang-akhir-pekan-harga-emas-antam-anjlok-lagi-rp-8000-per-gram
Penasaran Berapa Tunjangan Wali Kota dan Bupati di DKI Jakarta?,penasaran tunjang wali kota bupati dki jakarta,MONEY,28/01/2022, 09:48 WIB,https://money.kompas.com/read/2022/01/28/094856926/penasaran-berapa-tunjangan-wali-kota-dan-bupati-di-dki-jakarta
"Tes Acak Penumpang Pesawat di Bandara Supadio Pontianak, 1 Orang Positif Covid-19",tes acak tumpang pesawat bandara supadio pontianak orang positif covid,REGIONAL,28/01/2022, 09:48 WIB,https://regional.kompas.com/read/2022/01/28/094850578/tes-acak-penumpang-pesawat-di-bandara-supadio-pontianak-1-orang-positif
"Sebelum Beli Valas, Simak Kurs Rupiah Hari Ini",beli valas simak kurs rupiah,MONEY,28/01/2022, 09:45 WIB,https://money.kompas.com/read/2022/01/28/094500426/sebelum-beli-valas-simak-kurs-rupiah-hari-ini
"Oki dan Nirmala Diadaptasi Jadi Serial, Dibintangi Tissa Biani ",oki nirmala adaptasi serial bintang tissa biani,HYPE,28/01/2022, 09:44 WIB,https://www.kompas.com/hype/read/2022/01/28/094424866/oki-dan-nirmala-diadaptasi-jadi-serial-dibintangi-tissa-biani
"""Chat"" Terakhir DJ Indah Cleo ke Sang Adik, Kabari Double O Club Sorong Mulai Berasap",chat dj indah cleo adik kabar double o club sorong asap,REGIONAL,28/01/2022, 09:44 WIB,https://regional.kompas.com/read/2022/01/28/094400578/chat-terakhir-dj-indah-cleo-ke-sang-adik-kabari-double-o-club-sorong-mulai
Alasan Mengapa Lebih Baik Menjauhi Mobil dari Truk di Jalan,alas jauh mobil truk jalan,OTOMOTIF,28/01/2022, 09:42 WIB,https://otomotif.kompas.com/read/2022/01/28/094200215/alasan-mengapa-lebih-baik-menjauhi-mobil-dari-truk-di-jalan
Bolehkah Kamar Tidur Berwarna Merah? Ini Kata Feng Shui dan Psikologi,kamar tidur warna merah feng shui psikologi,HOMEY,28/01/2022, 09:41 WIB,https://www.kompas.com/homey/read/2022/01/28/094100876/bolehkah-kamar-tidur-berwarna-merah-ini-kata-feng-shui-dan-psikologi
Gedung Baru Politeknik Ini Diberi Nama Nadiem Makarim,gedung politeknik nama nadiem makarim,EDUKASI,28/01/2022, 09:40 WIB,https://www.kompas.com/edu/read/2022/01/28/094023471/gedung-baru-politeknik-ini-diberi-nama-nadiem-makarim
Lirik dan Chord Lagu First Love - Jennifer Lopez,lirik chord lagu first love jennifer lopez,HYPE,28/01/2022, 09:40 WIB,https://www.kompas.com/hype/read/2022/01/28/094000666/lirik-dan-chord-lagu-first-love-jennifer-lopez
"Penggemar Jennie di China Putuskan Berhenti Dukung Blackpink, Ini Alasannya",gemar jennie china putus henti dukung blackpink alas,HYPE,28/01/2022, 09:34 WIB,https://www.kompas.com/hype/read/2022/01/28/093431666/penggemar-jennie-di-china-putuskan-berhenti-dukung-blackpink-ini-alasannya
Denny Sumargo Ungkap Kondisi Terkini Dorce Gamalama dan Keinginan Bertemu Megawati,denny sumargo kondisi kini dorce gamalama temu megawati,HYPE,28/01/2022, 09:34 WIB,https://www.kompas.com/hype/read/2022/01/28/093426866/denny-sumargo-ungkap-kondisi-terkini-dorce-gamalama-dan-keinginan-bertemu
"""Kami Selaku Orangtua Bangga, karena Dia Gugur Saat Tugas Negara""",orangtua bangga gugur tugas negara,REGIONAL,28/01/2022, 09:34 WIB,https://regional.kompas.com/read/2022/01/28/093419178/kami-selaku-orangtua-bangga-karena-dia-gugur-saat-tugas-negara
Penyebab Selalu Turun Hujan Menjelang dan Saat Imlek,sebab turun hujan jelang imlek,TREN,28/01/2022, 09:33 WIB,https://www.kompas.com/tren/read/2022/01/28/093300265/penyebab-selalu-turun-hujan-menjelang-dan-saat-imlek
"Sinopsis Home Team, Kisah Sean Payton Melatih Tim Sepak Bola Putranya",sinopsis home team kisah sean payton latih tim sepak bola putra,HYPE,28/01/2022, 09:32 WIB,https://www.kompas.com/hype/read/2022/01/28/093226466/sinopsis-home-team-kisah-sean-payton-melatih-tim-sepak-bola-putranya
Israel Sediakan Vaksin Covid-19 Dosis Keempat untuk Orang Rentan 18 Tahun ke Atas,israel vaksin covid dosis empat orang rentan,GLOBAL,28/01/2022, 09:31 WIB,https://www.kompas.com/global/read/2022/01/28/093100070/israel-sediakan-vaksin-covid-19-dosis-keempat-untuk-orang-rentan-18-tahun
 Adhi Karya Gandeng Telkom untuk Dorong Bisnis Properti,adhi karya gandeng telkom dorong bisnis properti,MONEY,28/01/2022, 09:30 WIB,https://money.kompas.com/read/2022/01/28/093000726/-adhi-karya-gandeng-telkom-untuk-dorong-bisnis-properti
Pagi Ini IHSG dan Rupiah Melaju di Zona Hijau,pagi ihsg rupiah laju zona hijau,MONEY,28/01/2022, 09:29 WIB,https://money.kompas.com/read/2022/01/28/092934326/pagi-ini-ihsg-dan-rupiah-melaju-di-zona-hijau
"Menkes: BOR RS Covid-19 di Jakarta Saat Ini Berbasis Kapasitas Terpasang, Bukan Kapasitas Maksimal",menkes bor rs covid jakarta basis kapasitas pasang kapasitas maksimal,NEWS,28/01/2022, 09:27 WIB,https://nasional.kompas.com/read/2022/01/28/09272581/menkes-bor-rs-covid-19-di-jakarta-saat-ini-berbasis-kapasitas-terpasang
Liirk dan Chord Lagu Baby I Love You - Jennifer Lopez,liirk chord lagu baby i love you jennifer lopez,HYPE,28/01/2022, 09:25 WIB,https://www.kompas.com/hype/read/2022/01/28/092500266/liirk-dan-chord-lagu-baby-i-love-you-jennifer-lopez
Ketua KONI Kampar Tersangka Dugaan Korupsi Pembangunan Ruang Rawat Inap RSUD Bangkinang Rp 46 M,ketua koni kampar sangka duga korupsi bangun ruang rawat inap rsud bangkinang rp m,REGIONAL,28/01/2022, 09:24 WIB,https://regional.kompas.com/read/2022/01/28/092444178/ketua-koni-kampar-tersangka-dugaan-korupsi-pembangunan-ruang-rawat-inap
Cara Mengatasi Rem Blong Saat Mengemudi pada  Mobil Manual,atas rem blong kemudi mobil manual,OTOMOTIF,28/01/2022, 09:22 WIB,https://otomotif.kompas.com/read/2022/01/28/092200515/cara-mengatasi-rem-blong-saat-mengemudi-pada-mobil-manual
"Usai Viral Jadi Miliarder Berkat Jualan Foto Selfie, Ghozali Mengaku Didekati Banyak Wanita",viral miliarder berkat jual foto selfie ghozali aku dekat wanita,HYPE,28/01/2022, 09:21 WIB,https://www.kompas.com/hype/read/2022/01/28/092100766/usai-viral-jadi-miliarder-berkat-jualan-foto-selfie-ghozali-mengaku
"3 Ruko di Pasar Cengkareng Terbakar, Kerugian Ditaksir Capai Rp 3 Miliar",ruko pasar cengkareng bakar rugi taksir capai rp miliar,NEWS,28/01/2022, 09:20 WIB,https://megapolitan.kompas.com/read/2022/01/28/09203311/3-ruko-di-pasar-cengkareng-terbakar-kerugian-ditaksir-capai-rp-3-miliar
"Hoaks Artis Meninggal Ada di Banyak Situs dengan Alamat IP Sama, Apa Motifnya?",hoaks artis tinggal situs alamat ip motif,CEK FAKTA,28/01/2022, 09:18 WIB,https://www.kompas.com/cekfakta/read/2022/01/28/091839282/hoaks-artis-meninggal-ada-di-banyak-situs-dengan-alamat-ip-sama-apa
"Detik-detik Polisi Bergelantung dan Terseret 1 Kilometer di Mobil yang Diduga Dirampas ""Debt Collector"", Jatuh lalu Digilas",detik detik polisi gelantung seret kilometer mobil duga rampas debt collector jatuh gilas,REGIONAL,28/01/2022, 09:18 WIB,https://regional.kompas.com/read/2022/01/28/091813378/detik-detik-polisi-bergelantung-dan-terseret-1-kilometer-di-mobil-yang
"Hasil Chile Vs Argentina 1-2: Messi Absen, Lautaro-Di Maria Pastikan Kemenangan Albiceleste",hasil chile vs argentina messi absen lautaro maria pasti menang albiceleste,BOLA,28/01/2022, 09:17 WIB,https://bola.kompas.com/read/2022/01/28/09174848/hasil-chile-vs-argentina-1-2-messi-absen-lautaro-di-maria-pastikan-kemenangan
Batuk dan Nyeri Tenggorokan Gejala Khas Varian Omicron,batuk nyeri tenggorok gejala khas varian omicron,NEWS,28/01/2022, 09:17 WIB,https://nasional.kompas.com/read/2022/01/28/09171611/batuk-dan-nyeri-tenggorokan-gejala-khas-varian-omicron
"Uut Permatasari Dirawat di RS Saat Hamil, Hingga Akan Kurangi Aktivitas Syuting",uut permatasari rawat rs hamil hingga kurang aktivitas syuting,HYPE,28/01/2022, 09:17 WIB,https://www.kompas.com/hype/read/2022/01/28/091710066/uut-permatasari-dirawat-di-rs-saat-hamil-hingga-akan-kurangi-aktivitas
"Bentrokan di Sorong, 2 Tersangka Pertikaian di Double O Berasal dari Satu Kelompok",bentrok sorong sangka tikai double o asal kelompok,REGIONAL,28/01/2022, 09:17 WIB,https://regional.kompas.com/read/2022/01/28/091700178/bentrokan-di-sorong-2-tersangka-pertikaian-di-double-o-berasal-dari-satu
Tony Blair Puji RI di Pertemuan B20: Bisa Satukan Negara di Dunia hingga Dihormati AS-China,tony blair puji ri temu b satu negara dunia hingga hormat as china,MONEY,28/01/2022, 09:15 WIB,https://money.kompas.com/read/2022/01/28/091500626/tony-blair-puji-ri-di-pertemuan-b20-bisa-satukan-negara-di-dunia-hingga
Lirik dan Chord Lagu Llegaste - Jennifer Lopez,lirik chord lagu llegaste jennifer lopez,HYPE,28/01/2022, 09:13 WIB,https://www.kompas.com/hype/read/2022/01/28/091345866/lirik-dan-chord-lagu-llegaste-jennifer-lopez
"Praktik Pungli di Pasar Lama Tangerang Terungkap, Berdalih Uang Keamanan",praktik pungli pasar tangerang ungkap dalih uang aman,NEWS,28/01/2022, 09:13 WIB,https://megapolitan.kompas.com/read/2022/01/28/09132061/praktik-pungli-di-pasar-lama-tangerang-terungkap-berdalih-uang-keamanan
"Siap Bersaing Lagi, Ini Mobil yang Bakal Dijual Chery di Indonesia",saing mobil jual chery indonesia,OTOMOTIF,28/01/2022, 09:12 WIB,https://otomotif.kompas.com/read/2022/01/28/091200215/siap-bersaing-lagi-ini-mobil-yang-bakal-dijual-chery-di-indonesia
"Resep Mi Goreng Spesial, Bumbu Raciknya Meresap",resep mi goreng spesial bumbu racik resap,FOOD,28/01/2022, 09:11 WIB,https://www.kompas.com/food/read/2022/01/28/091100475/resep-mi-goreng-spesial-bumbu-raciknya-meresap
KPK: Eks Pramugari Garuda Siwi Widi Akan Kembalikan Uang Rp 647 Juta Terkait Kasus Pejabat Ditjen Pajak,kpk eks pramugari garuda siwi widi kembali uang rp juta kait jabat ditjen pajak,NEWS,28/01/2022, 09:10 WIB,https://nasional.kompas.com/read/2022/01/28/09100451/kpk-eks-pramugari-garuda-siwi-widi-akan-kembalikan-uang-rp-647-juta-terkait
"Tanggapi Kritik Pelaksanaan PTM, Menkes: Belum Ada Anak-anak Dirawat di RS  ",tanggap kritik laksana ptm menkes anak anak rawat rs,NEWS,28/01/2022, 09:09 WIB,https://nasional.kompas.com/read/2022/01/28/09091731/tanggapi-kritik-pelaksanaan-ptm-menkes-belum-ada-anak-anak-dirawat-di-rs
"Wisata Gunung Batur Bali, Bisa Makan Telur yang Dimasak dari Panas Bumi",wisata gunung batur bal makan telur masak panas bumi,TRAVEL,28/01/2022, 09:09 WIB,https://travel.kompas.com/read/2022/01/28/090900727/wisata-gunung-batur-bali-bisa-makan-telur-yang-dimasak-dari-panas-bumi
"Kenapa eFootball PES 2021 Mobile Tidak Bisa Login, Ini Kata Konami",efootball pes mobile login konami,TEKNO,28/01/2022, 09:08 WIB,https://tekno.kompas.com/read/2022/01/28/09080027/kenapa-efootball-pes-2021-mobile-tidak-bisa-login-ini-kata-konami
UPDATE Corona Global 28 Januari 2022: Dominasi Varian Omicron di DKI Jakarta | Peningkatan Kasus Covid-19 di Korsel,update corona global januari dominasi varian omicron dki jakarta tingkat covid korsel,TREN,28/01/2022, 09:05 WIB,https://www.kompas.com/tren/read/2022/01/28/090500465/update-corona-global-28-januari-2022--dominasi-varian-omicron-di-dki
"Feng Shui Larang Penempatan Cermin di Belakang Sofa, Mengapa?",feng shui larang tempat cermin sofa,HOMEY,28/01/2022, 09:04 WIB,https://www.kompas.com/homey/read/2022/01/28/090400476/feng-shui-larang-penempatan-cermin-di-belakang-sofa-mengapa-
Dirjen Bina Pemdes Kemendagri Beberkan Peran Penting Data Kependudukan dan Strategi Pengembangan Pemerintah Desa,dirjen bina pemdes kemendagri beber peran data duduk strategi kembang perintah desa,ADVERTORIAL,28/01/2022, 09:03 WIB,https://biz.kompas.com/read/2022/01/28/090336028/dirjen-bina-pemdes-kemendagri-beberkan-peran-penting-data-kependudukan-dan
"Kasus Covid-19 Melonjak, Epidemiolog Ingatkan Ancaman Gelombang Ketiga",covid lonjak epidemiolog ingat ancam gelombang tiga,SAINS,28/01/2022, 09:03 WIB,https://www.kompas.com/sains/read/2022/01/28/090300923/kasus-covid-19-melonjak-epidemiolog-ingatkan-ancaman-gelombang-ketiga
Facebook Beri Notifikasi Screenshot di Percakapan Messenger,facebook notifikasi screenshot cakap messenger,TEKNO,28/01/2022, 09:03 WIB,https://tekno.kompas.com/read/2022/01/28/09030027/facebook-beri-notifikasi-screenshot-di-percakapan-messenger
